role,starting_salary,starting_salary_hr_yr,year_starting_salary,ending_salary 1,ending_salary_hr_yr,Hourly(H)_Permanent(P)_Contingent(C),year_ending_salary,years_experience,gender,ethnicity,degrees_required
Coordinator,40000.0,yr,2016.0,41000.0,yr,n/a,2019.0,,n/a,N,N
Assistant,15.0,yr,2013.0,,N,C,2013.0,5.0,n/a,N,MA
Manager,60000.0,yr,2015.0,65000.0,yr,n/a,2019.0,,n/a,N,N
Coordinator,40000.0,yr,2016.0,42000.0,yr,H,2019.0,5.0,female,white,BA required MA preferred
Assistant,30940.0,yr,2017.0,31486.0,yr,H,2019.0,11.0,female,white,MA
Conservator,55000.0,yr,2015.0,55000.0,yr,C,2015.0,12.0,female,white,MA
Assistant Curator,70000.0,yr,2017.0,74000.0,yr,P,2019.0,5.0,female,white,MA
Conservator,30000.0,yr,N,102000.0,yr,C,2019.0,,female,white,MA
Assistant Curator,52000.0,yr,N,64000.0,yr,P,2018.0,,female,N,N
Assistant Registrar,48235.0,yr,2018.0,61984.0,yr,H,2019.0,,female,N,MA
Coordinator,59722.0,yr,2012.0,70000.0,yr,H,2016.0,10.0,n/a,N,N
Assistant Curator,44000.0,yr,2013.0,74000.0,yr,n/a,,,n/a,N,N
Conservator,57000.0,yr,2007.0,118000.0,yr,P,2019.0,19.0,female,white,MA
Assistant Curator,70000.0,yr,2017.0,74000.0,yr,P,2019.0,9.0,female,white,MA
Manager,64000.0,yr,2016.0,US 78600,yr,P,2019.0,15.0,female,mixed,MA
Teacher,22.0,hr,2012.0,26.5,hr,H,2019.0,7.0,female,N,MA
Assistant Curator,64000.0,yr,2019.0,64000.0,yr,P,2019.0,0.0,female,white,MA
Intern,0.0,yr,2018.0,0.0,yr,unpaid,2018.0,1.0,n/a,N,N
Director,32000.0,yr,N,36000.0,yr,n/a,2019.0,5.0,female,white,MA
Education,31000.0,yr,2019.0,31000.0,yr,H,2019.0,,female,white,N
Manager,13.0,hr,2016.0,13.5,hr,H,2018.0,3.0,female,N,BA
Visitor Experience,15.0,hr,2019.0,15.0,hr,H,2019.0,0.0,male,white,N
Communications,30.0,hr,2015.0,75.0,hr,H,2019.0,10.0,female,white,PhD
Photographer,,,N,225.0,hr,Freelance,2019.0,,female,white,N
Photographer,5000.0,yr,2016.0,25000.0,yr,Freelance,2019.0,4.0,n/a,N,No degree
Assistant,19.0,hr,N,,N,n/a,,1.0,n/a,N,N
Communications,25000.0,yr,2016.0,28550.0,yr,"H,P",2019.0,3.0,male,white,N
Relations,45000.0,yr,2016.0,53000.0,yr,P,2019.0,4.0,female,mixed,BA
Visitor Experience,14.0,hr,2017.0,15.0,hr,H,2019.0,6.0,female,N,N
Intern,13.5,hr,2018.0,,N,n/a,2018.0,2.0,n/a,N,N
Assistant,35000.0,yr,2017.0,50000.0,yr,P,2019.0,2.0,female,white,BA
Editor,35000.0,yr,N,35000.0,yr,P,2014.0,,female,white,N
Intern,11.0,hr,2017.0,,N,H,2017.0,,female,N,N
Registrar,40000.0,yr,2013.0,70000.0,yr,P,2019.0,3.0,female,white,MA
Assistant,35000.0,yr,2017.0,,N,P,,4.0,n/a,N,MA
Intern,9.0,hr,2014.0,,N,H,2014.0,,female,N,N
Assistant,15.0,hr,2018.0,15.0,hr,P,2019.0,4.0,female,white,BA
Intern,0.0,yr,N,0.0,yr,n/a,2015.0,,n/a,N,N
Security,9.23,hr,N,9.23,hr,H,2019.0,1.0,male,white,HS
Assistant Curator,65000.0,yr,N,68500.0,yr,C,2019.0,4.0,female,white,PhD
Assistant,32000.0,yr,2011.0,39000.0,yr,P,2016.0,8.0,female,N,BA
Manager,50000.0,yr,2011.0,61500.0,yr,P,2019.0,25.0,female,white,N
Assistant Curator,46800.0,yr,2015.0,48500.0,yr,"H,C",2019.0,6.0,female,white,BA required MA preferred
Assistant Curator,44500.0,yr,N,49000.0,yr,"H,C",2019.0,8.0,female,white,MA
Admin,33590.0,yr,2016.0,42975.0,yr,H,2019.0,,female,N,N
Assistant Curator,45400.0,yr,2006.0,81000.0,yr,P,2019.0,16.0,n/a,N,PhD
Education,42400.0,yr,2006.0,54900.0,yr,H,2019.0,13.0,n/a,N,MA
Technical,52000.0,yr,2013.0,60000.0,yr,C,2014.0,7.0,female,white,MA
Assistant,38472.0,yr,2015.0,39600.0,yr,C,,3.0,n/a,N,BA
Intern,30000.0,yr,2017.0,,N,C,2018.0,10.0,female,white,MA
Assistant Curator,64500.0,yr,N,N,yr,C,2019.0,,n/a,N,MA
Designer,47000.0,yr,2016.0,47000.0,yr,C,2017.0,,female,asian,N
Curator,,,N,92000.0,yr,P,,20.0,n/a,N,PhD
other,47000.0,yr,2015.0,65000.0,yr,P,2019.0,10.0,n/a,N,BA required MA preferred
Assistant Curator,45050.0,yr,2015.0,49700.0,yr,"H,C",2019.0,9.0,female,N,MA
Librarian,22.0,hr,N,22.0,hr,"H,C",2016.0,,n/a,N,N
Assistant,,,N,20.29,hr,"H,C",2019.0,,female,white,N
Technical,47000.0,yr,2017.0,50225.0,yr,C,2019.0,5.0,female,N,MA
Archivist,59500.0,yr,2018.0,59500.0,yr,P,2019.0,7.0,n/a,N,MLIS
Archivist,52000.0,yr,2019.0,52000.0,yr,C,2019.0,5.0,female,N,MLIS
Archivist,52000.0,yr,2015.0,56500.0,yr,P,2019.0,,n/a,N,N
Assistant,20.49,hr,2017.0,20.9,hr,"H,C",2018.0,10.0,female,white,BA
Librarian,59000.0,yr,2019.0,59680.0,yr,P,2019.0,7.0,female,white,MLIS
Technical,23.8,hr,2018.0,23.8,hr,"H,C",2019.0,10.0,female,white,BA
Assistant Curator,,,N,74000.0,yr,P,2017.0,10.0,male,N,N
Manager,50000.0,yr,2018.0,50000.0,yr,P,2018.0,5.0,male,white,BA
Registrar,50000.0,yr,N,50000.0,yr,P,,,male,white,N
Intern,9.0,hr,2017.0,9.0,hr,H,2017.0,5.0,n/a,N,N
Technical,36000.0,yr,N,37080.0,yr,P,2019.0,,female,N,N
Visitor Experience,33500.0,yr,N,34000.0,yr,H,2019.0,,n/a,N,N
Curator,12000.0,yr,2018.0,15000.0,yr,C,2019.0,9.0,female,white,MA
Curator,36000.0,yr,2012.0,,N,H,2019.0,5.0,male,white,No degree
Manager,29000.0,yr,2018.0,35000.0,yr,P,2019.0,1.0,male,white,BA
Assistant Curator,28500.0,yr,2015.0,35000.0,yr,P,2018.0,3.0,female,N,MA
Assistant Curator,39500.0,yr,2019.0,39500.0,yr,P,2019.0,5.0,female,white,MA
Assistant,10.0,hr,2018.0,10.0,hr,H,2018.0,5.0,female,white,MA
Director,5000.0,yr,1991.0,24720.0,yr,P,2019.0,28.0,female,white,N
Director,40000.0,yr,2018.0,40000.0,yr,P,2019.0,4.0,female,white,MA
Visitor Experience,8.0,hr,2019.0,8.0,hr,H,2019.0,1.0,n/a,N,HS
Assistant Registrar,36000.0,yr,2016.0,37740.0,yr,P,2019.0,5.0,female,N,N
Curator,20000.0,yr,N,100000.0,yr,n/a,2018.0,,n/a,N,N
Manager,75000.0,yr,N,80000.0,yr,n/a,2017.0,,male,N,N
Curator,,,N,68000.0,yr,P,2019.0,,n/a,white,MA
Manager,54000.0,yr,N,58500.0,yr,P,2019.0,,n/a,N,N
Assistant Manager,55000.0,yr,N,56100.0,yr,P,2019.0,,n/a,white,N
Assistant Curator,45000.0,yr,N,51714.0,yr,P,2019.0,,female,white,N
Assistant Manager,40000.0,yr,N,49500.0,yr,P,2016.0,4.0,n/a,N,N
Coordinator,28000.0,yr,N,32000.0,yr,n/a,2008.0,,n/a,N,N
Art Handler,25.0,hr,2015.0,30.0,hr,"H,C",2018.0,4.0,female,poc,N
Intern,,,N,,N,n/a,,,n/a,N,N
Coordinator,42000.0,yr,2017.0,48.0,hr,"H,P",2019.0,,n/a,N,N
Assistant,30000.0,yr,2013.0,N,yr,P,2014.0,2.0,female,white,BA
Manager,37000.0,yr,2008.0,49000.0,yr,P,2014.0,7.0,female,white,MA
Manager,57000.0,yr,2013.0,60000.0,yr,P,2015.0,6.0,female,white,N
Assistant Curator,,,N,18.25,hr,"H,P",2019.0,1.0,n/a,N,MA
Visitor Experience,32000.0,yr,2017.0,34000.0,yr,"H,P",2019.0,4.0,female,white,BA
Intern,500.0,yr,N,,N,unpaid,2014.0,1.0,n/a,N,N
Conservator,43000.0,yr,2016.0,48000.0,yr,C,2019.0,3,n/a,N,MA
Assistant,30000.0,yr,2004.0,30000.0,yr,C,2004.0,2.0,female,latino,MA
Manager,47000.0,yr,2017.0,58500.0,yr,n/a,2019.0,5.0,n/a,N,BA required MA preferred
Coordinator,29000.0,yr,2017.0,38000.0,yr,P,2019.0,4.0,male,white,BA
Intern,0.0,yr,2011.0,0.0,yr,n/a,2012.0,1.0,female,white,BA
Assistant,15.0,hr,N,,N,"H,C",2019.0,0.0,other,white,No degree
Visitor Experience,11.0,hr,N,12.0,hr,H,2019.0,2.0,n/a,N,N
Assistant Curator,50000.0,yr,2014.0,54000.0,yr,"H,P",2017.0,,n/a,N,N
Manager,,,N,52000.0,yr,H,2017.0,,female,white,N
Assistant Curator,40000.0,yr,2010.0,48500.0,yr,"H,P",2014.0,,n/a,N,N
Assistant Curator,44500.0,yr,N,44500.0,yr,H,2019.0,,female,N,N
Assistant,,,N,35000.0,yr,"H,P",2009.0,,n/a,N,N
Assistant Curator,30000.0,yr,N,30000.0,yr,n/a,2005.0,,female,asian,N
other,57000.0,yr,N,,N,P,2019.0,6.0,female,white,N
Curator,68989.0,yr,2008.0,96082.0,yr,P,2016.0,20.0,n/a,N,N
Curator,41600.0,yr,2019.0,41600.0,yr,C,2019.0,6.0,female,mixed,BA
Communications,54000.0,yr,2019.0,54000.0,yr,C,2019.0,n/a,n/a,N,N
Curator,30000.0,yr,2013.0,32000.0,yr,P,2019.0,7.0,female,white,MA
Assistant Curator,59000.0,yr,N,60928.56,yr,C,2019.0,4.0,female,white,MA
Curator,50000.0,yr,N,51250.0,yr,C,2019.0,,female,white,N
Assistant Curator,,,N,51000.0,yr,P,2019.0,,female,white,N
Curator,100000.0,yr,N,,N,n/a,2016.0,,female,poc,N
Assistant Curator,59442.0,yr,2018.0,60185.0,yr,P,2019.0,11.0,n/a,N,MA
Security,29718.0,yr,2014.0,31543.0,yr,H,2016.0,4.0,female,white,HS
Assistant,51000.0,yr,2018.0,53000.0,yr,P,2019.0,4.0,female,white,BA
Teacher,17.0,hr,2013.0,,N,H,2014.0,2.0,female,white,MA
Assistant,43000.0,yr,N,52000.0,yr,H,2017.0,1.0,n/a,N,BA
Assistant Curator,46000.0,yr,2018.0,47000.0,yr,"H,P",2019.0,3.0,female,white,N
Conservator,47000.0,yr,2007.0,65000.0,yr,C,2016.0,10.0,female,white,MA
Manager,66000.0,yr,2017.0,73000.0,yr,H,2019.0,15.0,female,white,BA
Assistant,45200.0,yr,2017.0,52900.0,yr,H,2019.0,3.0,female,white,BA required MA preferred
Technical,64000.0,yr,2017.0,64000.0,yr,P,2019.0,10.0,n/a,N,N
Visitor Experience,,,N,,N,H,2019.0,10.0,n/a,N,No degree
Curator,45000.0,yr,2000.0,48000.0,yr,P,2018.0,n/a,female,white,MA
Designer,35000.0,yr,2011.0,36000.0,yr,P,2016.0,5.0,female,white,BA
Curator,41000.0,yr,2017.0,41000.0,yr,P,2018.0,3.0,n/a,N,N
Assistant Curator,46000.0,yr,N,56000.0,yr,P,2017.0,14.0,female,white,N
Manager,31000.0,yr,N,31000.0,yr,P,2019.0,,female,white,N
Assistant Curator,41600.0,yr,2016.0,45760.0,yr,"H,P",2018.0,4.0,female,white,BA
Coordinator,26500.0,yr,2005.0,27500.0,yr,P,2009.0,4.0,female,poc,BA
Technical,48108.0,yr,2008.0,72842.0,yr,P,2019.0,30.0,female,white,MA
Coordinator,20000.0,yr,2017.0,20000.0,yr,C,n/a,14.0,female,white,MA
Manager,10.0,hr,2014.0,12.0,hr,H,2017.0,10.0,female,white,HS
Director,115000.0,yr,2018.0,,N,P,2019.0,11.0,female,white,MA
Communications,,,N,55000.0,yr,P,2019.0,5.0,female,white,BA
Librarian,,,N,43500.0,yr,n/a,2019.0,5.0,n/a,N,N
Assistant,32000.0,yr,2014.0,40278.0,yr,"H,P",2019.0,6.0,female,N,BA
Assistant Registrar,43200.0,yr,N,43628.0,yr,P,2019.0,,female,N,N
Curator,,,2018.0,N,yr,C,,7.0,female,white,MA
Registrar,20000.0,yr,2004.0,20000.0,yr,C,2004.0,10.0,n/a,N,N
Education,13.0,hr,N,13.0,hr,H Part Time,2019.0,5.0,female,white,BA
Manager,20.0,hr,2013.0,25.0,hr,H,2017.0,2.0,female,N,MA
Director,51000.0,yr,2017.0,51000.0,yr,P,2019.0,5.0,female,N,MA
Manager,34000.0,yr,2015.0,36000.0,yr,P,2018.0,8.0,female,white,BA
Assistant,30000.0,yr,2016.0,30000.0,yr,P,2017.0,1.0,female,N,BA
Intern,0.0,yr,N,0.0,yr,n/a,2019.0,,n/a,N,N
other,1440.0,yr,2011.0,57600.0,yr,C,2019.0,10.0,female,N,N
Curator,,,N,61000.0,yr,P,2019.0,,n/a,N,N
Conservator,61000.0,yr,2018.0,61000.0,yr,P,2019.0,2.0,female,white,MA
Registrar,20.0,hr,2010.0,22.0,hr,H,,12.0,n/a,N,N
Registrar,20.0,hr,2017.0,22.0,hr,H,2019.0,35.0,male,N,BA
Assistant,16.25,hr,2015.0,18.5,hr,H,2019.0,3.0,female,white,MA
Registrar,40000.0,yr,2017.0,43000.0,yr,P,2019.0,7.0,female,N,N
Manager,40000.0,yr,2018.0,40000.0,yr,C,2019.0,7.0,other,white,MA
Coordinator,37000.0,yr,2017.0,38000.0,yr,H,2019.0,5.0,female,latino,N
Writer,,,2017.0,12.5,hr,C,2018.0,,n/a,N,N
Art Handler,35.0,hr,2016.0,45.0,hr,C,2018.0,3.0,male,white,N
Assistant Curator,40000.0,yr,2004.0,42000.0,yr,P,2007.0,,n/a,N,N
Intern,0.0,yr,N,0.0,yr,n/a,2015.0,2,n/a,N,N
Intern,0.0,yr,N,0.0,yr,n/a,2018.0,,n/a,N,N
Manager,,,N,28000.0,yr,P Full Time,2014.0,3.0,female,white,BA
Artist,,,N,8000.0,yr,n/a,2018.0,39.0,male,white,MA
Curator,46000.0,yr,2015.0,53000.0,yr,P,2019.0,8.0,other,white,MA
Curator,59000.0,yr,2015.0,63000.0,yr,P,2019.0,22.0,n/a,N,N
Designer,35000.0,yr,N,42000.0,yr,P,2019.0,8.0,female,mixed,N
Designer,30000.0,yr,2016.0,37000.0,yr,P,2019.0,3.0,female,poc,BA
Assistant Curator,65000.0,yr,2016.0,69000.0,yr,P,2019.0,6.0,n/a,N,MA
Technical,52000.0,yr,2014.0,60000.0,yr,P,2016.0,10.0,n/a,N,N
Manager,55000.0,yr,2017.0,57200.0,yr,P,2019.0,6.0,female,white,N
Intern,0.0,yr,N,0.0,yr,n/a,2019.0,,n/a,N,N
Technical,12.0,hr,N,12.0,hr,H Part Time,2019.0,1.0,n/a,N,N
Curator,43000.0,yr,N,43000.0,yr,C,2019.0,,n/a,N,N
Art Handler,21000.0,yr,2018.0,21000.0,yr,H,2019.0,5.0,female,white,N
Visitor Experience,11.0,hr,2018.0,12.0,hr,H,2019.0,1.0,female,N,N
Manager,46000.0,yr,N,49500.0,yr,P,2019.0,20.0,n/a,N,N
Visitor Experience,,,N,40000.0,yr,P,2019.0,2.0,n/a,N,N
Intern,1000.0,yr,N,1000.0,yr,unpaid,2018.0,,n/a,N,N
Intern,1000.0,yr,N,1000.0,yr,unpaid,2018.0,1.0,female,poc,N
Visitor Experience,,,N,,N,H,,3.0,n/a,N,N
Curator,31500.0,yr,N,32051.0,yr,"H,C Full Time",2018.0,,male,N,N
Registrar,45000.0,yr,N,,N,n/a,2019.0,18.0,female,white,N
Assistant Curator,42000.0,yr,N,48000.0,yr,P,2019.0,,female,N,N
Assistant Curator,28000.0,yr,N,33000.0,yr,"H,P",2015.0,,female,N,N
Registrar,16.0,hr,2017.0,20.0,hr,H,2019.0,17.0,other,white,No degree
Assistant,17.0,hr,2018.0,17.0,hr,"H,C",2018.0,,female,white,BA
Admin,54972.0,yr,2017.0,56472.0,yr,P,2019.0,2.0,male,white,N
Conservator,35000.0,yr,2006.0,45000.0,yr,P,2009.0,3.0,female,white,MA
Admin,41000.0,yr,2018.0,46500.0,yr,P,2019.0,0.0,female,N,N
Manager,52000.0,yr,N,53040.0,yr,n/a,2019.0,,female,N,N
Assistant Educator,36000.0,yr,N,36000.0,yr,n/a,2019.0,,male,white,N
Writer,35000.0,yr,N,35000.0,yr,n/a,2008.0,,female,N,N
Academic,26500.0,yr,N,26500.0,yr,n/a,2006.0,,female,N,N
Coordinator,47000.0,yr,2015.0,47000.0,yr,P,2017.0,3.0,female,N,N
Assistant Educator,42000.0,yr,N,42000.0,yr,P,2019.0,,n/a,N,BA
Assistant,26325.0,yr,2015.0,28740.04,yr,H,,10.0,female,poc,BA
Coordinator,40000.0,yr,2016.0,42000.0,yr,H,2017.0,,n/a,N,N
Conservator,,,N,73000.0,yr,P,2019.0,20.0,female,white,MA
Research,50000.0,yr,2018.0,50000.0,yr,P,2019.0,21.0,n/a,N,N
Technical,37000.0,yr,2012.0,39000.0,yr,P,2012.0,1.0,female,white,N
Assistant,37752.0,yr,2019.0,39104.0,yr,H,2019.0,5.0,female,white,BA
Intern,30000.0,yr,2018.0,30000.0,yr,C,2019.0,7.0,female,white,PhD
Assistant Curator,71000.0,yr,2016.0,85000.0,yr,P,2019.0,10.0,female,white,PhD
Editor,44000.0,yr,2011.0,64000.0,yr,P,2019.0,10.0,female,N,MA
Admin,46000.0,yr,2017.0,47400.0,yr,"H,P",2018.0,5.0,female,white,BA
other,50625.0,yr,2015.0,60781.0,yr,"H,P",2019.0,17.0,female,mixed,BA
Assistant,19.54,hr,N,19.54,hr,C,2019.0,,male,white,N
Registrar,60000.0,yr,2018.0,60000.0,yr,P,2019.0,,female,white,N
Technical,73000.0,yr,2019.0,73000.0,yr,P,2019.0,5.0,male,white,MA
Curator,16.0,hr,2011.0,18.0,hr,P,2019.0,10.0,female,white,MA
Assistant Director,92000.0,yr,N,,N,P,,8.0,female,white,BA required MA preferred
Assistant,45000.0,yr,2019.0,45000.0,yr,P,2019.0,1.0,female,white,BA
Assistant,45000.0,yr,2019.0,45000.0,yr,P,2019.0,1.0,female,white,BA
Manager,48000.0,yr,2017.0,54000.0,yr,P,2019.0,3.0,male,white,N
Conservator,35000.0,yr,2014.0,US 42000,yr,P,2019.0,5.0,female,white,MA
Relations,50000.0,yr,N,51500.0,yr,P,2018.0,5.0,female,white,BA
Assistant Registrar,42000.0,yr,2016.0,47000.0,yr,P,2019.0,5.0,male,white,MA
Conservator,65000.0,yr,2009.0,65000.0,yr,C,2011.0,6.0,female,white,MA
Registrar,40000.0,yr,2019.0,40000.0,yr,P,2019.0,9.0,female,mixed,MA
Communications,43500.0,yr,2014.0,49000.0,yr,P,2019.0,20.0,female,white,BA
Coordinator,36000.0,yr,2013.0,37800.0,yr,P,2017.0,6.0,female,white,MA
Visitor Experience,10.0,hr,2019.0,10.0,hr,H,2019.0,1.0,n/a,N,N
Manager,43000.0,yr,2013.0,45407.0,yr,P,2019.0,15.0,female,white,BA required MA preferred
Assistant Director,,,N,70191.0,yr,P,2019.0,,female,white,N
Registrar,46000.0,yr,2018.0,N,yr,P,2019.0,,male,N,N
Security,,,N,39985.0,yr,P,2019.0,,male,white,N
Communications,,,N,50501.0,yr,P,2019.0,,female,white,N
Curator,,,N,64515.0,yr,P,,,female,white,N
Curator,,,N,73315.0,yr,P,2019.0,,female,white,N
Registrar,,,N,58987.0,yr,P,2019.0,13.0,female,white,N
Director,,,N,65967.0,yr,P,2019.0,,female,white,N
Coordinator,44000.0,yr,2018.0,44000.0,yr,P,,,female,white,N
Curator,,,N,59219.0,yr,P,2019.0,,female,white,N
Registrar,,,N,47951.0,yr,P,,,male,white,N
Director,150000.0,yr,2018.0,150000.0,yr,P,2019.0,,male,white,N
Registrar,9.27,hr,2012.0,9.27,hr,H,2015.0,3.0,n/a,N,MA
Visitor Experience,10.0,hr,2014.0,2016.0,yr,H,2016.0,3.0,female,N,N
Manager,,,N,50000.0,yr,"H,P",,,female,white,BA required MA preferred
Technical,82000.0,yr,2014.0,83000.0,yr,H,2016.0,10.0,female,white,N
Coordinator,27.0,hr,2018.0,27.0,hr,H,2019.0,15.0,male,white,N
Curator,16.23,hr,2017.0,16.39,hr,H,2019.0,4.0,male,white,BA
Coordinator,47480.0,yr,2019.0,47480.0,yr,P,2019.0,3.0,female,white,MA
Manager,43000.0,yr,2019.0,43000.0,yr,P,2019.0,12.0,female,white,N
Conservator,56000.0,yr,2011.0,87000.0,yr,P,2019.0,8.0,female,white,MA
Assistant,40000.0,yr,2016.0,43000.0,yr,P,2018.0,3.0,female,white,BA
Coordinator,40000.0,yr,2016.0,46000.0,yr,P,2018.0,3.0,female,white,N
Director,67000.0,yr,2010.0,69000.0,yr,P,2016.0,12.0,female,N,BA
Manager,30000.0,yr,2019.0,30000.0,yr,P,2019.0,3.0,n/a,N,MA
Education,8.0,hr,2008.0,10.0,hr,C Part Time,2019.0,11.0,female,mixed,No degree
Registrar,23000.0,yr,N,41000.0,yr,P Full Time,2019.0,15.0,female,white,BA
Coordinator,32500.0,yr,2017.0,35000.0,yr,P,2019.0,4.0,female,N,BA required MA preferred
Art Handler,25.0,hr,2015.0,25.0,hr,C,2015.0,0.0,female,latino,No degree
Academic,55000.0,yr,2018.0,55000.0,yr,n/a,2019.0,2.0,male,poc,MA
Coordinator,28500.0,yr,2019.0,28500.0,yr,P Full Time,,n/a,female,white,BA required MA preferred
Communications,60000.0,yr,N,65000.0,yr,P,2017.0,6.0,female,white,BA
Director,80000.0,yr,N,87000.0,yr,P,2017.0,,female,N,N
Curator,18.0,hr,N,,N,H,,,n/a,N,MA
Assistant Curator,47000.0,yr,2014.0,53000.0,yr,P,2016.0,,female,white,N
Assistant Curator,19.0,hr,2015.0,19.0,hr,C,2017.0,,female,N,N
Visitor Experience,13.0,hr,N,14.75,hr,"H,C",2019.0,,female,white,N
Manager,45000.0,yr,N,67000.0,yr,P,2019.0,,n/a,N,BA
Assistant Curator,43000.0,yr,2016.0,45000.0,yr,H,2019.0,0.0,female,poc,BA
Assistant Curator,52000.0,yr,N,56000.0,yr,P,,,n/a,N,N
Manager,60000.0,yr,N,73000.0,yr,P,,,n/a,white,BA
Manager,65000.0,yr,2012.0,72000.0,yr,P,2017.0,5.0,n/a,N,N
Coordinator,45000.0,yr,2017.0,46000.0,yr,"H,P",2019.0,8.0,n/a,N,BA
Technical,22.0,hr,2019.0,22.0,hr,C,2019.0,,female,white,N
Assistant Curator,25.48,hr,2017.0,26.25,hr,"H,P",2019.0,10.0,female,white,BA
Curator,,,N,105033.0,yr,n/a,2019.0,35.0,female,white,MA
Coordinator,42000.0,yr,2012.0,50000.0,yr,"H,P",2018.0,9.0,n/a,N,BA
Conservator,,,2013.0,,N,H,2019.0,20.0,female,white,MA
Assistant Curator,58471.0,yr,2017.0,60226.0,yr,C,2019.0,19.0,female,white,MA
Manager,38000.0,yr,2017.0,38000.0,yr,P,2018.0,7.0,female,white,N
Communications,20.0,hr,2018.0,N,yr,H,2018.0,,female,N,BA
Assistant,42000.0,yr,N,,N,P,2018.0,,n/a,N,N
Assistant,16.0,hr,N,,N,H,,4.0,female,latino,MA
Assistant,37000.0,yr,2018.0,,N,P,2019.0,3.0,n/a,N,N
Manager,,,N,48000.0,yr,P,2019.0,,female,N,N
Director,62000.0,yr,2014.0,62000.0,yr,P,2016.0,7.0,female,white,MA
Admin,46537.0,yr,2017.0,49371.0,yr,H,2019.0,10.0,n/a,N,N
Visitor Experience,8.25,hr,N,8.25,hr,H Part Time,2014.0,1,n/a,white,N
Visitor Experience,45000.0,yr,2017.0,,N,P,,,n/a,N,N
Director,45000.0,yr,2018.0,45000.0,yr,P,2019.0,5.0,female,N,N
Coordinator,16.0,hr,2019.0,16.0,hr,"H,P",,2.0,female,white,No degree
Director,1000.0,yr,2006.0,156000.0,yr,P,2019.0,13.0,female,white,BA
Consultancy,24000.0,yr,2017.0,24000.0,yr,C,2019.0,10.0,male,white,BA
Assistant,43000.0,yr,N,52000.0,yr,P,,5.0,n/a,N,N
Visitor Experience,12.5,hr,2019.0,,N,H,2019.0,3.0,other,white,BA
Intern,4800.0,yr,2013.0,,N,C,2013.0,,female,white,BA
Manager,24500.0,yr,2017.0,28700.0,yr,H,2019.0,4.0,female,white,BA
Education,23500.0,yr,2014.0,26000.0,yr,P,2017.0,n/a,female,white,BA
Designer,31000.0,yr,2014.0,42000.0,yr,P,2018.0,8.0,female,white,BA
Education,12.0,hr,2018.0,12.0,hr,"H,P",2019.0,2.0,female,white,BA
Communications,38500.0,yr,N,38500.0,yr,P,2018.0,,female,N,N
Art Handler,10.0,hr,2013.0,15.0,hr,H,2019.0,6.0,female,white,No degree
Assistant Curator,32000.0,yr,2018.0,32000.0,yr,P,2019.0,2.0,male,white,BA required MA preferred
Research,29990.0,yr,2015.0,38272.0,yr,H,2019.0,5.0,male,white,BA
Education,49500.0,yr,2018.0,,N,P,,10.0,female,N,MA
Assistant Director,35000.0,yr,2012.0,54312.0,yr,P,2019.0,12.0,female,white,MA
Assistant Director,35000.0,yr,2012.0,54312.0,yr,P,2019.0,12.0,female,white,MA
Coordinator,30000.0,yr,2012.0,50000.0,yr,n/a,2019.0,7.0,n/a,N,BA
Conservator,48500.0,yr,2011.0,53350.0,yr,P,2014.0,8.0,female,white,MA
Manager,72000.0,yr,2017.0,105000.0,yr,P,2019.0,5.0,female,N,No degree
Editor,42.0,hr,2014.0,42.0,hr,"H,C",2019.0,15.0,female,white,MA
Assistant,30.0,hr,N,30.0,hr,H,2019.0,,female,poc,N
Assistant Curator,40000.0,yr,2013.0,60000.0,yr,P,2018.0,10.0,female,white,N
Manager,115000.0,yr,N,158000.0,yr,P,2012.0,20.0,male,white,N
Admin,80000.0,yr,N,118000.0,yr,P,2018.0,15.0,female,white,N
Conservator,35000.0,yr,N,107000.0,yr,P,2019.0,20.0,female,white,N
Technical,70000.0,yr,N,78000.0,yr,P,2019.0,10.0,female,white,MLIS
Editor,65000.0,yr,2017.0,66500.0,yr,P,2018.0,5.0,male,white,N
Assistant Educator,62000.0,yr,N,64000.0,yr,P,2015.0,10.0,female,white,N
Assistant Curator,63000.0,yr,N,63000.0,yr,P,2019.0,14.0,female,white,PhD
Assistant Educator,62000.0,yr,N,63000.0,yr,P,2016.0,,n/a,N,N
Technical,48000.0,yr,N,63000.0,yr,P,,,n/a,N,N
Assistant Curator,62000.0,yr,N,62000.0,yr,P,2018.0,,n/a,N,N
Assistant Educator,58000.0,yr,N,61500.0,yr,P,2019.0,8.0,female,white,MA
Manager,51000.0,yr,N,61000.0,yr,C,2019.0,,female,white,N
Assistant,27000.0,yr,N,59000.0,yr,P,2019.0,15.0,female,white,N
Assistant,54600.0,yr,N,57350.0,yr,C,2019.0,,female,N,N
Assistant,55000.0,yr,N,56000.0,yr,C,2017.0,3.0,female,white,PhD
Coordinator,55000.0,yr,N,55000.0,yr,n/a,2018.0,,female,poc,N
Assistant Curator,52000.0,yr,N,54500.0,yr,P,2017.0,,n/a,N,N
Editor,44000.0,yr,2014.0,53000.0,yr,P,2016.0,,female,white,N
Assistant,40000.0,yr,N,53000.0,yr,P,2019.0,,n/a,N,N
Assistant,50000.0,yr,N,50000.0,yr,H,2019.0,,female,N,N
Assistant,37500.0,yr,N,50000.0,yr,P,2019.0,,n/a,N,N
Coordinator,45000.0,yr,N,49300.0,yr,P,2017.0,,female,latino,N
Assistant,42000.0,yr,2015.0,42000.0,yr,C,2017.0,0.0,female,white,N
